"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"nduo-2.3",1.08890533842667e-37,1.22114888858322,0.562,0.409,2.02427502413517e-33,"7","nduo-2"
"lin-14.1",8.96848949582393e-37,1.21143231544175,0.312,0.153,1.66724219727367e-32,"7","lin-14"
"Y43F8B.2",1.52226331393788e-36,-1.60626930768907,0.214,0.422,2.82988750061052e-32,"7","Y43F8B.2"
"frm-1.2",2.98018641100357e-36,1.29854516961181,0.533,0.371,5.54016653805564e-32,"7","frm-1"
"nduo-3.3",1.04135119080228e-35,1.34504735387304,0.468,0.303,1.93587186370143e-31,"7","nduo-3"
"C13F10.1",7.8401948797085e-35,1.23303939483318,0.255,0.113,1.45749222813781e-30,"7","C13F10.1"
"mpz-1.1",7.60771513922425e-34,1.04456636172638,0.257,0.115,1.41427424438179e-29,"7","mpz-1"
"cwn-2",2.9553741781208e-33,1.6717023787471,0.287,0.145,5.49404059712657e-29,"7","cwn-2"
"syg-2",3.64556349976517e-33,1.19723564262156,0.317,0.164,6.77710254606345e-29,"7","syg-2"
"trap-3.1",2.17846711549992e-32,-1.29940361683471,0.234,0.43,4.04977036771435e-28,"7","trap-3"
"gei-13.1",6.36395435554007e-31,1.06526485387272,0.372,0.212,1.1830591146949e-26,"7","gei-13"
"mca-3.1",7.3149555970036e-31,1.18040946791336,0.48,0.334,1.35985024548297e-26,"7","mca-3"
"pcp-5",7.42268096978454e-31,1.73295623336863,0.252,0.123,1.37987639228295e-26,"7","pcp-5"
"hsp-12.2.5",1.41699166362401e-30,1.25599191623709,0.417,0.256,2.63418750267704e-26,"7","hsp-12.2"
"Y54G2A.11",6.95415003067895e-29,1.26942145438544,0.252,0.123,1.29277649070322e-24,"7","Y54G2A.11"
"hsp-16.41",6.11652931761635e-28,-2.10236920462825,0.283,0.454,1.13706280014488e-23,"7","hsp-16.41"
"cope-1",1.75361040154963e-27,-1.20790511003433,0.185,0.362,3.25996173648076e-23,"7","cope-1"
