"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"F59A2.5",6.42948144345713e-06,-1.96702250801728,0.304,0.38,0.097188041499298,"3","F59A2.5"
"pha-4.2",6.66279451591888e-06,-1.36863222611901,0.701,0.381,0.10071480190263,"3","pha-4"
"F25H2.12",6.92679484836877e-06,-1.63993956111451,0.364,0.428,0.104705430927942,"3","F25H2.12"
"cls-2.2",7.95822810500584e-06,-2.23081140572728,0.168,0.279,0.120296576035268,"3","cls-2"
"madd-3",8.0075143731334e-06,-2.1483672797818,0.224,0.321,0.121041587264284,"3","madd-3"
"rsp-2.1",8.09177231891289e-06,-1.17679287399163,0.678,0.614,0.122315230372687,"3","rsp-2"
"dnj-23.1",8.37830861198639e-06,-2.04749589098832,0.243,0.338,0.126646512978786,"3","dnj-23"
"R12C12.6.1",8.61572542522834e-06,-2.05217212954179,0.234,0.332,0.130235305527752,"3","R12C12.6"
"pacs-1",9.09119113674918e-06,-2.2548054703903,0.206,0.307,0.137422445223101,"3","pacs-1"
"ptrn-1.1",9.15556959492755e-06,-2.23207834399021,0.28,0.365,0.138395589996925,"3","ptrn-1"
"rbr-2.1",9.26463091568007e-06,-1.41761128699154,0.481,0.518,0.14004416092142,"3","rbr-2"
"K04F10.7",9.43733722351166e-06,-1.9432418511754,0.374,0.419,0.142654789470602,"3","K04F10.7"
"sur-2",9.88140818709503e-06,-2.07001632097659,0.299,0.371,0.149367366156128,"3","sur-2"
"rsp-8",9.95779162940361e-06,-1.62317299259989,0.561,0.529,0.150521978270065,"3","rsp-8"
"wbp-4.1",1.01357657442475e-05,-2.05523600197156,0.168,0.278,0.153212234990045,"3","wbp-4"
"ddx-19",1.02073675328158e-05,-2.2308780205659,0.192,0.297,0.154294567626044,"3","ddx-19"
"rbmx-2.2",1.07514837133456e-05,-2.32051562603797,0.168,0.274,0.162519427810931,"3","rbmx-2"
"K07E3.2",1.14197811278343e-05,-2.15213772754974,0.168,0.277,0.172621411528344,"3","K07E3.2"
"mdt-19",1.17108112255379e-05,-1.94681098062794,0.327,0.394,0.177020622485231,"3","mdt-19"
"gkow-1",1.17292560740643e-05,-2.43975273470056,0.178,0.281,0.177299434815555,"3","gkow-1"
"prp-6",1.18842025667496e-05,-1.49331382146787,0.505,0.506,0.179641605998987,"3","prp-6"
"Y79H2A.3",1.20656931461635e-05,-1.76533967350237,0.332,0.4,0.182385017597408,"3","Y79H2A.3"
"mdt-18.3",1.28873620530814e-05,-1.69383117747833,0.341,0.406,0.194805364794379,"3","mdt-18"
"szy-20.1",1.34639856404446e-05,-1.8225837172552,0.383,0.429,0.203521606940961,"3","szy-20"
