p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
1.47552065249639e-27,5.70729650669295,0.271,0.027,2.23039701831355e-23,2,nhr-25
4.82729358992784e-51,5.34962020950384,0.589,0.084,7.29693699053492e-47,2,aqp-2
1.15963903943385e-20,5.25616239484311,0.336,0.072,1.75291037200822e-16,2,exc-9
9.43926295193884e-22,5.22337791589323,0.28,0.043,1.42683898781508e-17,2,unc-68
1.03935307847856e-28,5.19195790896062,0.299,0.032,1.57108611342819e-24,2,asd-2
1.0569573142144e-23,5.18473688548662,0.252,0.028,1.59769667616649e-19,2,ttbk-7
7.59251752912862e-39,5.05121490457154,0.374,0.036,1.14768494970308e-34,2,hsp-12.2
8.6242449575529e-26,4.99391028603362,0.374,0.069,1.3036408677837e-21,2,ZC247.1
6.03052922642389e-12,4.82707082703363,0.318,0.111,9.11574797866235e-08,2,tbc-12
3.08575087513084e-38,4.79583007681642,0.411,0.048,4.66442102284778e-34,2,sax-7
1.05702331848375e-17,4.61194418384416,0.29,0.06,1.59779644822004e-13,2,somi-1
3.99045938903474e-17,4.58388367665242,0.29,0.061,6.03197841246491e-13,2,ZK380.6
1.36355975552738e-10,4.54879772873487,0.29,0.101,2.06115692645519e-06,2,F21C10.3
3.7852857540733e-21,4.49881728904364,0.28,0.044,5.7218379458572e-17,2,fkb-3
8.33686956093721e-25,4.38060656415985,0.318,0.047,1.26020120283127e-20,2,F43G6.4
6.70696862995229e-11,4.31056040296194,0.393,0.18,1.01382537810359e-06,2,T02E9.5
5.21040284623859e-16,4.22735017998571,0.486,0.216,7.87604494237426e-12,2,rig-4
2.99564577880077e-12,4.13906044386029,0.318,0.106,4.52821815923524e-08,2,F55D12.5
2.71689209297905e-41,4.13417033816985,0.776,0.257,4.10685408774714e-37,2,hil-7
8.47591334363554e-28,4.10303018248671,0.355,0.053,1.28121906102395e-23,2,lin-33
2.52786168374739e-09,4.078736636422,0.271,0.099,3.82111572115256e-05,2,gpa-9
1.93252684608849e-08,4.04382809933382,0.318,0.145,0.000292120758054736,2,ccch-1
3.4114667507573e-11,3.94222362557014,0.411,0.201,5.15677314044473e-07,2,scpl-3
1.34996327560668e-10,3.90148395603854,0.355,0.152,2.04060448740706e-06,2,T22C1.6
5.02265449674235e-12,3.88764976753671,0.533,0.337,7.59224453727574e-08,2,F26F12.3
1.01459089444338e-14,3.83489611509375,0.29,0.072,1.53365559604062e-10,2,ric-3
7.35869884082505e-15,3.75019681878455,0.449,0.19,1.11234091677911e-10,2,C46C2.2
1.70193826274423e-13,3.6468887070348,0.439,0.198,2.57264987796418e-09,2,tba-1
2.34831051735767e-07,3.6145625257543,0.28,0.127,0.00354970617803785,2,acs-17
1.59319842561014e-17,3.60816672637371,0.29,0.06,2.40827874015228e-13,2,lin-26
3.5628828554406e-09,3.56399087387811,0.327,0.144,5.38565372428402e-05,2,lir-1
2.97884641840593e-24,3.39970289211601,0.654,0.296,4.50282424606241e-20,2,W04A8.4
4.51071388750539e-07,3.2372005343727,0.486,0.355,0.00681839511235315,2,ent-2
2.28881816662032e-07,3.15243962527762,0.318,0.157,0.00345977754066327,2,pct-1
1.14496320651895e-09,3.09252930575786,0.421,0.225,1.73072638297405e-05,2,rsbp-1
8.08900217637275e-09,3.03590157346137,0.477,0.301,0.00012227335689805,2,F44E5.5
9.21474784627008e-18,2.7474258300576,0.71,0.582,1.39290128444219e-13,2,egl-30
2.79868149352808e-06,2.3387776726854,0.654,0.704,0.0423048694561704,2,gpc-2
0.000181068954642505,2.32218467210557,0.449,0.411,1,2,tres-1
0.00249416137597014,2.16723170969868,0.402,0.385,1,2,tlk-1
5.72229061350132e-05,2.0325874149656,0.561,0.633,0.86498144913686,2,unc-108
2.9114266896157e-13,1.84755445777622,0.729,0.731,4.40091258402309e-09,2,skr-1
0.000417786767690096,1.59683732723579,0.542,0.618,1,2,cyn-3
2.54269890878199e-10,1.56002727102356,0.785,0.759,3.84354367051486e-06,2,his-72
0.00445507770485267,1.43082404550672,0.215,0.451,1,2,F40E10.6
0.00217311661582397,1.21051221977713,0.224,0.489,1,2,hmp-1
1.36031446028883e-08,1.12099120013275,0.178,0.591,0.00020562513381726,2,C05A9.2
0.00242361415203814,1.09190667150866,0.234,0.496,1,2,let-607
1.06354628076147e-09,-1.00688508796958,0.084,0.426,1.60765655799905e-05,2,tomm-40
9.2495418710563e-13,-1.03862774137708,0.196,0.684,1.39816074922887e-08,2,nra-4
3.73165827434547e-13,-1.06879502799068,0.047,0.449,5.64077464750062e-09,2,F09E5.3
7.92101360268725e-10,-1.1755299508011,0.29,0.691,1.1973404161822e-05,2,gdh-1
6.17433997126769e-14,-1.17635248834356,0.084,0.534,9.33313230056824e-10,2,apm-1
1.84965218137406e-21,-1.23287573968612,0.065,0.646,2.79593423736503e-17,2,wrk-1
1.96887899615963e-14,-1.26041663922207,0.112,0.596,2.9761574905949e-10,2,B0272.3
2.71713381209651e-13,-1.35307566443935,0.131,0.57,4.10721947036509e-09,2,ile-1
7.81800535834424e-13,-1.43899047689545,0.271,0.712,1.18176968996731e-08,2,nrfl-1
1.40500932232537e-10,-1.61720148741958,0.009,0.313,2.12381209162703e-06,2,ptr-24
2.892417492708e-08,-1.78863047849019,0.019,0.265,0.000437217828197741,2,F22B7.9
2.07095464194966e-15,-1.81725839032946,0.224,0.706,3.13045503677111e-11,2,ech-1.2
4.62430338873285e-12,-1.87547019275719,0.056,0.436,6.99009700240857e-08,2,dhs-9
1.07061693835141e-14,-1.94205770770504,0.093,0.543,1.61834456401199e-10,2,ampd-1
4.05804116508091e-17,-2.0211510878991,0.084,0.581,6.13413502513631e-13,2,C02D5.4
1.60936710024165e-15,-2.03563729343281,0.262,0.67,2.43271930872527e-11,2,ttr-41
5.28360730787199e-17,-2.25495156555031,0.047,0.511,7.9867008065793e-13,2,cgt-1
1.43708137251353e-17,-2.34791171131979,0.084,0.578,2.17229220269146e-13,2,Y71F9B.9
5.52223600473981e-05,-2.36588602796936,0.112,0.283,0.83474119447647,2,rnst-2
1.41420567335863e-07,-2.36862727314644,0.037,0.275,0.0021377132958489,2,ttr-52
2.2896971151979e-16,-2.40853013841505,0.056,0.521,3.46110615933315e-12,2,dnpp-1
2.90636799827408e-14,-2.60723008162755,0.009,0.398,4.3932658661911e-10,2,M28.8
7.46215064555698e-08,-2.64509387134035,0.037,0.286,0.00112797869158239,2,C54D10.13
1.06326690651816e-13,-2.65038336521912,0.065,0.48,1.60723425589285e-09,2,ugt-26
9.50925843687783e-26,-2.66362506336763,0.056,0.659,1.43741950531845e-21,2,gpa-17
7.35717456929858e-13,-2.7185443385987,0.009,0.367,1.11211050789517e-08,2,W02B12.1
4.12058582157864e-13,-2.73996169366084,0.009,0.373,6.22867752789828e-09,2,T01D3.6
6.89765525183744e-18,-2.82075282550527,0.047,0.536,1.04264956786775e-13,2,cgt-3
5.93110024361726e-17,-2.87711747444582,0.037,0.494,8.96545112825184e-13,2,gst-4
3.72344667709902e-32,-3.03666387794947,0.028,0.72,5.62836199710287e-28,2,Y54G2A.52
1.08591601074855e-16,-3.04992702930322,0.047,0.501,1.6414706418475e-12,2,mans-2
1.28386462078137e-18,-3.05357134080371,0.028,0.512,1.94068976077312e-14,2,VF13D12L.3
3.79990639886081e-09,-3.07783083082609,0.252,0.52,5.743938512518e-05,2,cpl-1
1.34014905389371e-09,-3.23313285836958,0.009,0.287,2.02576930986573e-05,2,endu-2
9.13217017908942e-08,-3.24441271279025,0.019,0.254,0.00138041884427116,2,gba-3
1.80664506243441e-27,-3.32924774619188,0.084,0.714,2.73092467637585e-23,2,zip-12
4.57579445021154e-33,-3.39639991157091,0.028,0.738,6.91677089093977e-29,2,lron-7
2.27137934207813e-14,-3.47561579921242,0.009,0.4,3.4334170134853e-10,2,ZK1320.2
8.85942426466921e-32,-3.82700579381646,0.028,0.71,1.3391905718474e-27,2,W02A2.9
1.42276173118401e-10,-3.91115655839326,0.009,0.311,2.15064663285775e-06,2,ctsa-4.2
1.45220240593416e-21,-3.93355154607993,0.019,0.552,2.19514915681008e-17,2,W07G4.5
3.66809880359798e-22,-3.96340095341755,0.037,0.585,5.54469815151871e-18,2,gbh-1
1.06909941940715e-24,-4.03285635666487,0.009,0.588,1.61605068237585e-20,2,C14A4.6
5.41986524740749e-25,-4.08563643363094,0.009,0.593,8.19266830798117e-21,2,prx-13
1.66029681194149e-10,-4.09760038618416,0.019,0.323,2.50970466093076e-06,2,C18A11.3
2.01287169845197e-26,-4.09871248756923,0.037,0.652,3.04265685938e-22,2,apy-1
2.15727330374034e-08,-4.14554679673769,0.009,0.254,0.000326093432593389,2,F21D5.3
7.92615014868234e-10,-4.15405005715418,0.009,0.292,1.19811685647482e-05,2,pbo-4
2.75759922411717e-24,-4.22004986713456,0.028,0.607,4.16838698717551e-20,2,spp-5
1.50457385859712e-17,-4.24696281103339,0.019,0.478,2.2743138446554e-13,2,xdh-1
1.89526137483793e-09,-4.36582087377048,0.028,0.304,2.86487709420501e-05,2,ctsa-1.2
9.01471301620116e-33,-4.39887861973519,0.019,0.716,1.36266401952897e-28,2,nlt-1
6.00133803406176e-07,-4.40394602527162,0.093,0.319,0.00907162257228775,2,clec-196
4.17610766577943e-24,-4.46980942889555,0.056,0.623,6.31260434759218e-20,2,Y119D3B.21
3.75623899647287e-07,-4.72195860781576,0.075,0.295,0.00567793086706839,2,dao-2
1.66355923535234e-12,-4.79544220660304,0.009,0.356,2.51463614015859e-08,2,clec-63
1.21456682646387e-13,-4.92566491594844,0.075,0.452,1.83593921488279e-09,2,cpz-1
3.79149513150317e-28,-4.93297513819403,0.093,0.683,5.73122404078019e-24,2,lec-9
1.74693520008843e-09,-5.06057098505953,0,0.265,2.64066724845368e-05,2,gly-19
8.33340087010459e-16,-5.0787150779097,0.019,0.436,1.25967687552501e-11,2,gst-36
1.06704870701415e-09,-5.11910498870774,0.009,0.287,1.61295082552259e-05,2,cht-1
2.31652090263676e-44,-5.17642167726562,0.037,0.849,3.50165299642573e-40,2,act-5
2.05735579906885e-19,-5.18923737393272,0.009,0.497,3.10989902587248e-15,2,ctsa-2
2.36604099206649e-09,-5.32998858471447,0,0.262,3.5765075636077e-05,2,M04C3.5
7.57721158049757e-26,-5.33948378759638,0.019,0.611,1.14537130250801e-21,2,asp-3
4.48175366586089e-27,-5.52655900510068,0.056,0.647,6.77461884131532e-23,2,asp-1
5.66753968241319e-18,-5.55227902087215,0.009,0.469,8.56705298393578e-14,2,T25C12.3
8.48812558915373e-11,-5.63427388484471,0,0.299,1.28306506405648e-06,2,C01H6.4
4.94256970337001e-11,-5.80469626928218,0.009,0.317,7.47118836361411e-07,2,cbl-1
6.1473927154194e-11,-5.92207830799408,0,0.302,9.29239882862797e-07,2,aex-5
1.58762132720753e-08,-6.06029864346375,0.009,0.255,0.000239984839820691,2,folt-2
6.14739128309364e-11,-6.22407065266464,0,0.302,9.29239666352434e-07,2,F49E12.10
1.15265342250245e-23,-6.35423011896991,0.009,0.564,1.7423509134547e-19,2,M01G12.9
1.55659570810423e-12,-6.4158389407143,0,0.34,2.35295007237036e-08,2,slc-17.6
3.72688324365285e-17,-6.43705312090502,0,0.438,5.63355671110565e-13,2,F54H5.14
5.12276183166858e-27,-6.44819763702099,0.019,0.625,7.74356678475023e-23,2,pmp-5
2.87443958363531e-11,-6.50079805611764,0,0.31,4.34500287462313e-07,2,PDB1.1
4.76990908400439e-09,-6.59988643770739,0,0.254,7.21019457138103e-05,2,clec-265
2.74670533615187e-15,-6.68652491136645,0.121,0.525,4.15191978612716e-11,2,ttr-50
3.57549949857871e-11,-6.71253450552097,0,0.308,5.40472504205158e-07,2,klo-1
1.89228020351465e-13,-6.73162621216911,0,0.361,2.86037075563274e-09,2,T05C3.6
9.9196756519217e-19,-6.76883459053901,0,0.468,1.49945817154448e-14,2,C17E7.13
7.21231560657988e-20,-6.8338500125793,0,0.489,1.09021362709061e-15,2,pmp-4
7.32942867707816e-17,-6.87231093258735,0,0.433,1.10791643882714e-12,2,lmp-2
2.2096556959866e-10,-6.88882709065324,0,0.288,3.34011555005334e-06,2,oac-14
5.40179827298796e-25,-6.89117441957571,0,0.574,8.1653582694486e-21,2,W10G11.19
5.56315709185539e-21,-6.9252833877751,0,0.509,8.40926826004861e-17,2,dhs-2
2.61679530179974e-09,-6.95094063124452,0,0.261,3.95554777820049e-05,2,K10G6.5
3.5580793026206e-20,-7.00307943435686,0.019,0.514,5.3783926738413e-16,2,irg-7
2.99659559959686e-23,-7.00924141587913,0,0.547,4.52965390835061e-19,2,dhrs-4
1.33354917324416e-16,-7.01439417520449,0.009,0.436,2.01579293027587e-12,2,C12D12.1
1.14170620655555e-16,-7.63680538830911,0.009,0.439,1.72580310182938e-12,2,asp-6
7.71316494828206e-10,-7.66445402270032,0,0.275,1.16592201358232e-05,2,lys-4
1.06521329583883e-11,-7.88793874574454,0,0.321,1.61017641798998e-07,2,ttr-44
4.45312209539643e-14,-7.97489281564548,0,0.375,6.73133935940124e-10,2,clec-83
5.40505741127963e-15,-8.02979466192771,0,0.394,8.17028478289028e-11,2,T16G12.1
3.57549949857871e-11,-8.04228421462999,0,0.308,5.40472504205158e-07,2,cpr-9
2.93473555664425e-17,-8.05755472434263,0.009,0.449,4.43614626742345e-13,2,R09H10.5
6.44979898943057e-19,-8.15271727433887,0,0.472,9.74951615242325e-15,2,Y16B4A.2
4.42179663283973e-31,-8.17948477151677,0,0.662,6.68398779020054e-27,2,pqm-1
7.62155734227336e-12,-8.30332442459865,0,0.324,1.15207460785804e-07,2,F28B4.3
1.43191649494883e-16,-8.45366232915874,0,0.427,2.16448497376465e-12,2,Y51F10.7
8.22023126309123e-18,-8.54205924380832,0,0.451,1.24257015772887e-13,2,T19D12.1
3.81928065629411e-29,-8.66981939510768,0,0.636,5.77322464005417e-25,2,maoc-1
1.96061805541211e-25,-8.83821769988821,0.009,0.587,2.96367025256095e-21,2,nep-17
4.83389886714791e-19,-8.96815364314763,0,0.474,7.30692152758078e-15,2,ZC204.12
2.15911352718747e-17,-9.00661504034202,0,0.443,3.26371600769658e-13,2,ctsa-3.1
5.40505891012676e-15,-9.04692812525721,0,0.394,8.17028704854762e-11,2,dod-19
2.33891673446796e-19,-9.05453547873362,0,0.48,3.53550653582177e-15,2,Y39G8B.9
6.44979691042587e-19,-9.20032871023922,0,0.472,9.74951300979975e-15,2,clec-17
1.31455479163869e-27,-9.45987049276109,0,0.614,1.98708102304105e-23,2,ifd-2
1.03474508240458e-31,4.74508801643989,0.271,0.016,1.56412066656277e-27,3,clec-54
5.90382902309896e-81,4.30955713996017,0.812,0.08,8.92422795131639e-77,3,clec-62
1.29953393694309e-42,4.23613581171326,0.353,0.019,1.96437549908318e-38,3,bgal-2
1.86507219833771e-39,4.12946304523263,0.388,0.03,2.81924313500728e-35,3,clec-227
8.93348541104198e-86,4.06726394469373,0.859,0.085,1.35038565473311e-81,3,R193.2
2.98604385046172e-60,3.83792589863122,0.941,0.21,4.51370388435794e-56,3,cpr-9
1.53453065230402e-25,3.80257435951495,0.388,0.061,2.31959653402275e-21,3,best-7
7.86548536132795e-84,3.73791681627116,0.941,0.132,1.18894676721833e-79,3,ZK1320.3
6.50268839370402e-57,3.63043618155268,0.706,0.091,9.829463775923e-53,3,F23F12.13
1.71472543403011e-43,3.55620213403658,0.494,0.052,2.59197896607992e-39,3,daf-36
1.47389695376159e-28,3.5105785402095,0.353,0.04,2.22794263530603e-24,3,twk-26
2.49843239079095e-52,3.47786405045267,0.553,0.052,3.7766304019196e-48,3,F14D7.6
9.39256367679126e-78,3.47700479866756,0.859,0.097,1.41977992538377e-73,3,clec-65
1.32636419981884e-74,3.42324588972423,0.671,0.046,2.00493212444615e-70,3,gba-4
2.90102649962067e-45,3.40267435300173,0.647,0.097,4.38519165682661e-41,3,Y39B6A.1
4.54419000257755e-64,3.3516084831831,1,0.253,6.86899760789622e-60,3,clec-63
1.48446453032464e-21,3.34707287004388,0.282,0.035,2.24391658403873e-17,3,F43C9.1
8.92192857132536e-28,3.33705473542184,0.424,0.066,1.34863872284154e-23,3,C01B10.6
1.79702907977731e-57,3.3315662714992,0.6,0.054,2.71638915699139e-53,3,clec-56
7.47647247539171e-28,3.30974253445775,0.435,0.07,1.13014357938021e-23,3,H34I24.2
8.14970583001802e-29,3.27116251477673,0.4,0.052,1.23190953326552e-24,3,F42A10.7
1.54845633762472e-66,3.21928205775214,0.906,0.154,2.34064659995352e-62,3,F54D5.4
1.01673256559987e-13,3.17080089772141,0.259,0.049,1.53689294616076e-09,3,Y49E10.16
1.55157335371953e-43,3.1354294107004,0.471,0.044,2.34535828148244e-39,3,smoc-1
1.15909791665769e-22,3.10500824432731,0.353,0.053,1.75209241081976e-18,3,F10D7.10
1.69488686010281e-55,3.09739049009278,0.988,0.337,2.56199097773142e-51,3,ctsa-3.1
6.24121572920403e-34,3.09547905911407,0.541,0.094,9.43422169626482e-30,3,M28.10
2.09868012776075e-24,3.09204690324229,0.306,0.035,3.17236488112315e-20,3,dmsr-12
9.32389862355533e-48,3.06373466780151,0.671,0.098,1.40940051593662e-43,3,smf-3
1.75424082390871e-41,3.04698110375761,0.612,0.092,2.6517104294204e-37,3,C34H4.2
6.04169852699936e-47,3.01117319975644,0.824,0.189,9.13263149341224e-43,3,lys-4
2.87079951891596e-36,3.0068647704131,0.553,0.084,4.33950055279337e-32,3,T19C9.8
1.01550543187992e-18,3.00651011950684,0.282,0.04,1.53503801082968e-14,3,F19C7.4
1.84083030935628e-20,3.00422716596574,0.353,0.06,2.78259909562295e-16,3,B0252.1
1.02756199769809e-47,2.9791498334505,0.976,0.336,1.55326271572043e-43,3,asp-6
7.84655129523744e-50,2.96157631358425,0.824,0.169,1.18608469378809e-45,3,clec-265
9.19570467920787e-32,2.95997695077323,0.412,0.048,1.39002271930906e-27,3,aat-8
7.75660616823594e-52,2.95632584960404,0.929,0.227,1.17248858839055e-47,3,F28B4.3
3.84497776252978e-30,2.92580768235845,0.412,0.054,5.81206838584002e-26,3,Y38H6C.23
9.15671683203852e-49,2.89565361182413,0.812,0.156,1.38412931633094e-44,3,C14C11.4
4.0059004522082e-47,2.89213601608644,0.835,0.201,6.05531912355791e-43,3,endu-2
1.29527874310703e-36,2.85091100349194,0.565,0.092,1.95794334808059e-32,3,daao-1
6.64797681906043e-25,2.81573672229297,0.494,0.103,1.00490817596917e-20,3,T10B5.7
1.06390906669211e-15,2.80654911177109,0.271,0.046,1.60820494521179e-11,3,B0281.3
1.73455075217247e-41,2.78345158602363,0.859,0.25,2.6219469169839e-37,3,slc-17.6
1.89309703905079e-58,2.7565742633504,0.976,0.219,2.86160548422917e-54,3,ttr-44
5.88655558085699e-43,2.75302867046125,0.682,0.117,8.89811741602342e-39,3,bath-47
1.89862223014824e-61,2.73429295783599,0.824,0.127,2.86995736309208e-57,3,K12H4.7
2.31037665081271e-40,2.71619630849727,0.753,0.165,3.49236534536849e-36,3,hrg-7
2.1567675491162e-27,2.70030220518798,0.329,0.035,3.26016982724404e-23,3,ttr-40
4.61501967292161e-36,2.66859741392311,0.576,0.096,6.97606373758831e-32,3,clec-52
3.15664511206517e-10,2.66443252325516,0.376,0.134,4.77158475139772e-06,3,comt-4
9.30913526675534e-08,2.65996054401349,0.4,0.174,0.00140716888692274,3,cyp-35A4
2.02973208344525e-17,2.65155750006172,0.282,0.044,3.06814301733585e-13,3,lys-5
1.78146821537743e-54,2.63602761611875,0.988,0.297,2.69286735436452e-50,3,ZK1320.2
9.66068014729667e-36,2.62823245814759,0.482,0.061,1.46030841106536e-31,3,faah-3
1.79934210748802e-42,2.62089500842046,0.941,0.326,2.71988552967888e-38,3,Y51F10.7
9.7914537122031e-40,2.61595612289319,0.706,0.145,1.48007614313662e-35,3,clec-53
2.06472128752706e-39,2.61567222353579,0.988,0.517,3.1210326982259e-35,3,pmp-5
8.50615390109627e-57,2.61033026205676,0.835,0.138,1.28579022368971e-52,3,K07G5.5
3.77600533502522e-43,2.36122362246346,0.965,0.292,5.70780966442413e-39,3,T16G12.1
1.65842611776223e-13,2.35430562081438,0.447,0.133,2.50687691960939e-09,3,lipl-5
5.65203314442697e-30,2.23308300870168,0.518,0.084,8.54361330111581e-26,3,cln-3.1
3.76758690056821e-24,1.9893405193525,0.518,0.105,5.6950843588989e-20,3,chil-23
1.87659644232313e-20,1.9622646640734,0.576,0.161,2.83666318221564e-16,3,K08D8.4
1.18733164420214e-34,1.94830351454459,0.918,0.264,1.79477051337595e-30,3,T05C3.6
2.86584815792508e-21,1.84164163063846,0.412,0.078,4.33201607551955e-17,3,pcp-2
1.64443651496585e-34,1.83010473415589,0.976,0.345,2.48573023602238e-30,3,R09H10.5
4.74531979923066e-46,1.81591066475553,0.859,0.168,7.17302540851707e-42,3,folt-2
5.87625489056518e-30,1.79131708144023,0.612,0.129,8.88254689257833e-26,3,C01B9.1
4.97506652719136e-08,1.78800034248645,0.329,0.117,0.000752031056250247,3,clec-174
8.07275518555501e-36,1.77072027718276,1,0.344,1.22027767384849e-31,3,T19D12.1
4.67783409207096e-24,1.74396641484301,0.435,0.076,7.07101401357446e-20,3,slc-17.3
1.16603701014139e-19,1.69374412262055,0.694,0.228,1.76258154452972e-15,3,aex-5
5.82950716403279e-12,1.69274162414577,0.318,0.079,8.81188302915197e-08,3,acox-1.3
1.68230717388098e-26,1.66460757788259,0.988,0.504,2.54297552403848e-22,3,asp-3
3.41961638648504e-22,1.66086077265008,0.988,0.479,5.16909212981079e-18,3,nep-17
1.24185290396092e-31,1.65667474823262,0.953,0.294,1.87718484962733e-27,3,dod-19
8.92680301373113e-29,1.63974176029446,1,0.542,1.3493755435556e-24,3,asp-1
5.76712828718759e-14,1.62153225548476,0.353,0.082,8.71759111891276e-10,3,C18H7.11
1.51088879865707e-06,1.58539967991604,0.4,0.177,0.0228385950805003,3,Y32F6A.5
9.5296308188074e-22,1.52275943876424,0.518,0.121,1.44049899457093e-17,3,fbxa-6
6.9798786721234e-33,1.48778949490831,1,0.363,1.05507846007817e-28,3,T25C12.3
6.89416260669107e-27,1.46716367969996,0.953,0.369,1.04212161962742e-22,3,Y16B4A.2
1.19430927401032e-20,1.39846192162155,0.576,0.154,1.80531789859399e-16,3,F42A10.6
2.447538696301e-24,1.39305350378596,0.812,0.281,3.69969949332859e-20,3,W02B12.1
1.02521213604712e-29,1.38000924597401,0.976,0.393,1.54971066484882e-25,3,ctsa-2
1.06066517867673e-22,1.32253563901302,0.388,0.063,1.60330148408775e-18,3,snt-5
3.68055575148315e-24,1.25790730751379,0.918,0.415,5.56352807394192e-20,3,VF13D12L.3
2.98725496951042e-22,1.25544490146979,0.871,0.38,4.51553461191195e-18,3,itr-1
1.31403768399077e-13,1.2483962937497,0.506,0.164,1.98629936312045e-09,3,drd-5
9.99376114452888e-27,1.15283328234203,0.682,0.168,1.51065693460699e-22,3,Y54G2A.45
1.7254084977341e-08,1.13739177223424,0.306,0.096,0.000260812748517487,3,Y17D7C.2
5.80930368463381e-06,1.13690411823278,0.365,0.162,0.0878134344969247,3,slc-17.4
1.73502804064098e-11,1.07154613072846,0.576,0.226,2.6226683862329e-07,3,oac-14
1.11474370637771e-18,1.03310655065907,0.953,0.48,1.68504658656055e-14,3,ile-1
4.42352721830856e-08,1.01559814540516,0.376,0.141,0.000668660374319522,3,scl-2
1.34466371344515e-17,1.01467718447805,0.624,0.195,2.0325936692437e-13,3,K10G6.5
2.63400633709873e-19,1.0044449201889,1,0.499,3.98156397915844e-15,3,spp-5
2.50779747957972e-08,1.00025370537626,0.694,0.409,0.00037907866701327,3,ugt-26
0.00158886977513734,-1.12307557658143,0.859,0.748,1,3,gst-7
0.00468653016807319,-1.18160922797794,0.682,0.397,1,3,ZC204.12
0.00911355231411554,-1.26195067504901,0.329,0.425,1,3,C17E7.13
0.000464265166697026,-1.28501872730645,0.812,0.723,1,3,skr-1
8.00586401284255e-07,-1.60684532917892,0.459,0.196,0.0121016640418128,3,ifc-1
0.00245730215417447,-1.93650594700003,0.529,0.548,1,3,B0416.5
0.00420741832001538,-1.98347246934975,0.424,0.466,1,3,ncbp-2
2.48383724061198e-13,-1.99048337050277,0.906,0.837,3.75456837290907e-09,3,hsp-90
0.000561435873070033,-2.08447816691402,0.576,0.598,1,3,egl-30
0.00021980378437186,-2.12292493294088,0.576,0.598,1,3,top-1
0.00859732319641456,-2.15531803611393,0.365,0.42,1,3,tres-1
1.82126585218453e-06,-2.24530126284154,0.576,0.613,0.0275302546216214,3,cyn-3
0.00112751431456019,-2.35613949900799,0.412,0.481,1,3,F56H9.2
0.000164487387106401,-2.38292120178834,0.341,0.471,1,3,F17A9.4
1.81245657123103e-13,-2.54028859443398,0.741,0.764,2.73970935307283e-09,3,his-72
0.00175872333519794,-3.25494583677066,0.118,0.25,1,3,F22B7.9
5.39830340855508e-07,-4.7383448615684,0.035,0.28,0.00816007543237186,3,C54D10.13
1.20306201568787e-05,-4.74950368128245,0.129,0.339,0.181854854291378,3,F44E5.5
8.69740382879202e-06,-5.2035278073648,0.047,0.252,0.13146995627602,3,his-5
7.19211031838076e-05,-5.5018700291628,0.153,0.33,1,3,R11A5.3
4.1639422575309e-06,-5.57638699154451,0.035,0.25,0.0629421511648371,3,C07D10.5
1.03120421690837e-08,-5.75349135342481,0.106,0.395,0.000155876829427869,3,ent-2
1.24594176533903e-08,-5.96479850456791,0.012,0.305,0.000188336557248648,3,atz-1
1.64606388566391e-08,-6.05027224165126,0.012,0.299,0.000248819016956956,3,klo-1
9.669960665893e-12,-6.70555395723897,0.188,0.52,1.46171125425639e-07,3,cpl-1
3.23036260740287e-08,-6.96288521483633,0,0.277,0.000488301611735017,3,fbxc-51
4.47065049373316e-08,-7.05637097110674,0,0.272,0.000675783528632704,3,ttr-52
3.24212902253367e-06,-7.40951186632869,0.106,0.334,0.049008022304619,3,hil-7
1.30495621808613e-08,-7.43504107740047,0,0.289,0.000197257181925899,3,rnst-2
2.28340247901946e-10,-7.66685798827051,0.106,0.44,3.45159118728581e-06,3,cpz-1
4.16254803075201e-07,-8.37145226758619,0.071,0.316,0.00629210760328473,3,clec-196
2.54514579836593e-11,-8.38727867014653,0,0.368,3.84724238880994e-07,3,W04A8.4
4.73429742638607e-10,-8.94010077880952,0.212,0.506,7.15636398972518e-06,3,ttr-50
2.12420283496957e-08,-9.64372583847838,0.012,0.296,0.000321094500534,3,dao-2
7.08273403355791e-46,5.49853194001163,0.324,0.01,1.07062607651261e-41,4,T09B9.5
5.95333129972409e-40,4.58880697825244,0.309,0.012,8.99905559266293e-36,4,clec-33
5.22845041622728e-39,4.25006600003431,0.353,0.02,7.90332564916916e-35,4,chil-25
1.18229369685922e-72,4.13789586161732,0.647,0.038,1.7871551521724e-68,4,glc-1
3.80066808749816e-45,4.13423899025212,0.338,0.012,5.74508988106221e-41,4,sysm-1
2.74752822994564e-55,4.0890128960034,0.471,0.023,4.15316367238582e-51,4,clec-167
7.81429137212393e-45,3.70754549791671,0.515,0.046,1.18120828381025e-40,4,nspg-11
1.05911540831606e-11,3.63908209510603,0.25,0.046,1.60095885121056e-07,4,C53A5.9
6.15100717650668e-30,3.56419258637871,0.544,0.087,9.2978624480075e-26,4,Y46G5A.20
1.76739424793477e-29,3.5344064689011,0.294,0.02,2.6715931451782e-25,4,clec-24
1.80858535872657e-23,3.53307764553404,0.294,0.029,2.73385762825109e-19,4,F17C11.13
6.33822541118439e-50,3.53198770523267,0.471,0.029,9.58086153154632e-46,4,T01C8.3
3.73195719824212e-61,3.50756290814753,0.882,0.127,5.6412265008628e-57,4,ZC250.4
6.89378740302634e-66,3.47458138372266,0.632,0.042,1.04206490384146e-61,4,F13H6.5
